ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002042344-24-000001	NO	102	0002042296	Siguler Guff Small Buyout Opportunities Fund VI (F), LP	200 PARK AVENUE, 14TH FLOOR		NEW YORK	NY	NEW YORK	10166	212-332-5100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002042344-24-000001	NO	103	0002042346	Siguler Guff Small Buyout Opportunities Fund VI (T), LP	200 PARK AVENUE, 14TH FLOOR		NEW YORK	NY	NEW YORK	10166	212-332-5100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002042344-24-000001	YES	101	0002042344	Siguler Guff Small Buyout Opportunities Fund VI, LP	200 PARK AVENUE, 14TH FLOOR		NEW YORK	NY	NEW YORK	10166	212-332-5100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002047802-24-000001	YES	101	0002047802	1784 UK Holdings 1 Norwich, LLC	8777 N. GAINEY CENTER DRIVE	SUITE 191	SCOTTSDALE	AZ	ARIZONA	85258	1-866-828-6009	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002049281-24-000002	YES	101	0002049281	Doepfner Capital Fund I, L.P.	925 NORTH LA BREA AVE, 4TH FLOOR		LOS ANGELES	CA	CALIFORNIA	90038	618-226-1440	DELAWARE							Limited Partnership		withinFiveYears	2024
0001822541-24-000002	YES	101	0001822541	Wave Employee Holdings, LLC	4850 T-REX AVENUE, SUITE 101		BOCA RATON	FL	FLORIDA	33431	561-982-3330	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001958103-24-000002	YES	101	0001958103	CONTI RE High Growth Fund IV LP	5930 ROYAL LANE	SUITE 204	DALLAS	TX	TEXAS	75230-3896	(972) 331-6881	TEXAS							Limited Partnership		withinFiveYears	2021
0002045917-24-000001	YES	101	0002045917	Investment Solutions Tacora Credit 2025 Access Fund LP	300 BARR HARBOR DRIVE	SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		withinFiveYears	2024
0001622040-24-000002	YES	101	0001622040	Ice Services LLC	610 Schelter Rd		Lincolnshire	IL	ILLINOIS	60069	323-333-3592	DELAWARE							Limited Liability Company		overFiveYears	
0002049069-24-000001	YES	101	0002049069	MARLEE CO-INVEST FEEDER PARENT, LP	9595 WILSHIRE BOULEVARD, SUITE 510		BEVERLY HILLS	CA	CALIFORNIA	90212	(310) 409-4994	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045359-24-000001	YES	101	0002045359	RBS Equities Fund I LLC	4728 DOVEHILL DRIVE		PALM BEACH GARDENS	FL	FLORIDA	33418	561-635-7377	FLORIDA							Limited Liability Company		withinFiveYears	2024
0001958884-24-000002	YES	101	0001958884	CONTI RE Credit Fund LP	5930 ROYAL LANE	SUITE 204	DALLAS	TX	TEXAS	75230-3896	(972) 331-6881	TEXAS							Limited Partnership		withinFiveYears	2021
0001938336-24-000001	YES	101	0001938336	Kore-1, LLC	615 CITATION WAY		THOUSAND OAKS	CA	CALIFORNIA	91320	1-888-858-5673	DELAWARE							Limited Liability Company		overFiveYears	
0001012975-24-000531	YES	101	0002042748	Hg Saturn 4 (Lux) SCSp	3, RUE GABRIEL LIPPMANN		MUNSBACH	N4	LUXEMBOURG	L-5365	352 2744 101	LUXEMBOURG							Limited Partnership		withinFiveYears	2024
0002000597-24-000002	YES	101	0002000597	Apollo Asset Backed Credit Co LLC	9 WEST 57TH STREET	42ND FLOOR	NEW YORK	NY	NEW YORK	10019	212-515-3200	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001615954-24-000002	YES	101	0001615954	Russell Insurance & Investments, LLC	12190 PEARL ROAD		STRONGVILLE	OH	OHIO	44136	440-572-3100	OHIO							Limited Liability Company		overFiveYears	
0002039615-24-000002	YES	101	0002039615	GA 2025 Private Investors Offshore SICAV-RAIF S.C.Sp.	Waystone Management Company (Lux) S.A.	19, rue de Bitbourg	Luxembourg	N4	LUXEMBOURG	L-1273	+352 26 00 21 1	LUXEMBOURG							Other	Luxembourg special limited partnership	withinFiveYears	2024
0001950855-24-000003	YES	101	0001950855	1776 Fund, LLC	41 S. High St.	Ste. 2800	Columbus	OH	OHIO	43215	614-327-1896	DELAWARE							Other	1776 Fund, LLC - Series EM/LB, is a series of 1776 Fund, LLC, a Delaware series limited liability company.	withinFiveYears	2022
0002046428-24-000001	YES	101	0002046428	Woodside REIT 2, LLC	801 Cherry Street	Suite 1800	Fort Worth	TX	TEXAS	76102	817-720-9663	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002039660-24-000003	YES	101	0002039660	GA 2025 Private Investors, LLC	390 Madison Avenue, 32nd Floor		New York	NY	NEW YORK	10017	212-464-0113	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002036584-24-000001	YES	101	0002036584	Ballers Philadelphia QOF LLC	207 SOUTH 24TH STREET		PHILADELPHIA	PA	PENNSYLVANIA	19103	917-207-1215	PENNSYLVANIA							Limited Liability Company		withinFiveYears	2023
0001896077-24-000001	YES	101	0001896077	Cordiant Capital Funds - Cordiant VIII Infrastructure Real Asset Debt	3 WIRWELT		LEITHUM	N4	LUXEMBOURG	9970	514-286-4512	LUXEMBOURG							Other	unincorporated contractual arrangement	overFiveYears	
0002037487-24-000002	YES	101	0002037487	Happitum LLC	8 THE GREEN SUITE B		DOVER	DE	DELAWARE	19901	305-813-0110	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001012975-24-000530	YES	101	0002042367	Hg Saturn 4 B L.P.	1 ROYAL PLAZA, ROYAL AVENUE		ST. PETER PORT	Y7	GUERNSEY	GY1 2HL	44 0203 5303669	UNITED KINGDOM	Hg 2024 B L.P.						Limited Partnership		withinFiveYears	2024
0002037241-24-000002	YES	101	0002037241	ONE Bow River National Defense Fund, LP	422 E. VERMIJO AVE.		COLORADO SPRINGS	CO	COLORADO	80903	303-861-8466	DELAWARE							Limited Partnership		withinFiveYears	2024
0002009763-24-000004	YES	101	0002009763	1350 GREENVUE INVESTORS LP	5930 ROYAL LANE, SUITE 204		DALLAS	TX	TEXAS	75230	(972) 331-6881	TEXAS							Limited Partnership		withinFiveYears	2023
0001635952-24-000004	YES	101	0001635952	Cogent3D, Inc.	6300 CREEDMOOR ROAD	#170-312	RALEIGH	NC	NORTH CAROLINA	27612	951-501-9114	DELAWARE							Corporation		overFiveYears	
0002043213-24-000001	YES	101	0002043213	SNOWHAWK OSPREY COINVEST LP	777 THIRD AVENUE, 17TH FLOOR		NEW YORK	NY	NEW YORK	10017	(888) 335-3137	DELAWARE							Limited Partnership		withinFiveYears	2024
0001012975-24-000529	YES	101	0002034428	Rivean Special Opportunity Fund II Cooperatief UA	EDUARD VAN BEINUMSTRAAT 22		AMSTERDAM	P7	NETHERLANDS	1077 CZ	31 61 541 7988	NETHERLANDS							Other	Cooperative under Dutch law	withinFiveYears	2024
0001635952-24-000003	YES	101	0001635952	Cogent3D, Inc.	9121 E. TANQUE VERDE RD	#181	TUCSON	AZ	ARIZONA	85749	520-445-8022	DELAWARE							Corporation		overFiveYears	
0002047705-24-000001	YES	101	0002047705	Fort Washington Private Equity Opportunities Fund V-K, L.P.	303 BROADWAY	SUITE 1200	CINCINNATI	OH	OHIO	45202	513-361-7652	DELAWARE							Limited Partnership		withinFiveYears	2024
0001951053-24-000003	YES	101	0001951053	PROOF III KUE LLC	1550 CRYSTAL DRIVE SUITE 430		ARLINGTON	VA	VIRGINIA	22202	703-563-4100	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001818289-24-000003	YES	101	0001818289	Natural Fiber Welding, Inc.	6533 N. GALENA ROAD		PEORIA	IL	ILLINOIS	61614	(309) 713-2622	DELAWARE							Corporation		overFiveYears	
0000943663-24-000295	YES	101	0002003794	Alinor Capital Feeder Fund SCA SICAV-RAIF	4, RUE PETERNELCHEN		HOWALD	N4	LUXEMBOURG	L-2370	44 (0) 203 866 2015	LUXEMBOURG							Limited Partnership		withinFiveYears	2023
0000943663-24-000294	YES	101	0002003795	Alinor Capital Master Fund SCA SICAV-RAIF	4, RUE PETERNELCHEN		HOWALD	N4	LUXEMBOURG	L-2370	44 (0) 203 866 2015	LUXEMBOURG							Limited Partnership		withinFiveYears	2023
0001868402-24-000003	YES	101	0001868402	Infinity Water Solutions, LLC	1250 S CAP OF TX HWY STE 2-200		AUSTIN	TX	TEXAS	78746	512-900-2468	DELAWARE							Limited Liability Company		withinFiveYears	2019
0002047701-24-000002	YES	101	0002047701	Mesa Lane Emerging Manager Fund I L.P.	7 RYE RIDGE PLAZA #322		RYE BROOK	NY	NEW YORK	10573-2822	917-270-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002047929-24-000001	YES	101	0002047929	Light Upon Light Fund, LLC	5757 ALPHA RD	SUITE 1000	DALLAS	TX	TEXAS	75240	8174387866	TEXAS							Limited Liability Company		withinFiveYears	2024
0001012975-24-000528	YES	101	0002042375	Hg Saturn 4 A L.P.	1 ROYAL PLAZA, ROYAL AVENUE		ST. PETER PORT	Y7	GUERNSEY	GY1 2HL	44 0203 5303669	UNITED KINGDOM	Hg 2024 A L.P.						Limited Partnership		withinFiveYears	2024
0002049123-24-000001	YES	101	0002049123	Series 44 - Allocations Funds LLC	1042 E FORT UNION BLVD	NUM 472	MIDVALE	UT	UTAH	84047	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002049117-24-000001	YES	101	0002049117	Series ZZ - Allocations Funds LLC	40 SW 13TH STREET		MIAMI	FL	FLORIDA	33130	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001905586-24-000001	YES	101	0001905586	Live Cyber Holdings, Inc.	2601 BELMONT BOULEVARD		NASHVILLE	TN	TENNESSEE	37212	6154003175	DELAWARE							Corporation		withinFiveYears	2021
0001963820-24-000002	YES	101	0001963820	Retailers Stock Co	603 S. WASHINGTON AVE.		LANSING	MI	MICHIGAN	48933	517.327.8903	MICHIGAN							Corporation		overFiveYears	
0002048172-24-000003	YES	101	0002048172	WHITELABEL AI Corp	823 CONGRESS AVENUE		AUSTIN	TX	TEXAS	78701	347-208-4438	DELAWARE				WHITELABELAI Corp	POLYLOOP Corp		Corporation		withinFiveYears	2024
0002049152-24-000001	YES	101	0002049152	Smithmont Inc.	16 BYERS ST UNIT B		STAUNTON	VA	VIRGINIA	24401	757-916-3747	DELAWARE							Corporation		withinFiveYears	2023
0002038289-24-000007	YES	101	0002038289	Prospect Credit REIT, LLC	10 EAST 40TH STREET	42ND FLOOR	NEW YORK	NY	NEW YORK	10016	212-448-0702	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001742627-24-000001	YES	101	0001742627	Moovila, Inc.	300 WEST COLEMAN BLVD.	SUITE 201	MOUNT PLEASANT	SC	SOUTH CAROLINA	29464	8436284136	SOUTH CAROLINA	Moovila, LLC	Task Tribe LLC					Corporation		overFiveYears	
0002048776-24-000001	YES	101	0002048776	Ackermann Systems Engineering Ltd	WILLOW HOUSE	CRICKET SQUARE	GEORGE TOWN	E9	CAYMAN ISLANDS	KY1-1001	447375456513	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2024
0002032677-24-000001	YES	101	0002032677	Cedar Otis Investor LLC	151 W HURON ST	Suite 300	CHICAGO	IL	ILLINOIS	60654	(312) 506-3200	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002043717-24-000001	YES	101	0002043717	Equitybee 22-42761, a Series of Equitybee cFund Master LLC	221 25TH ST		OGDEN	UT	UTAH	84401	6508471149	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001405086-24-000315	YES	101	0002048461	AQR Flex 1 Series LLC - Series A1	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001312877-24-000002	YES	101	0001312877	Biomedical Offshore Value Fund, Ltd.	INTERTRUST CORP. SERVICES (CAYMAN) LTD.	190 ELGIN AVENUE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	203-971-3300	CAYMAN ISLANDS							Corporation		overFiveYears	
0002032264-24-000002	YES	101	0002032264	ARCTOS AMERICAN FOOTBALL FUND FEEDER, LP	4550 TRAVIS STREET, SUITE 300		DALLAS	TX	TEXAS	75205	(972) 918-3800	DELAWARE				ARCTOS SPORTS PARTNERS NEW FUND I FEEDER, LP			Limited Partnership		withinFiveYears	2024
0002047209-24-000001	YES	101	0002047209	SVP MVP Holdings, L.P.	ONE EAST WACKER, SUITE 2900		CHICAGO	IL	ILLINOIS	60601	(312) 348-7580	DELAWARE							Limited Partnership		withinFiveYears	2024
0002047209-24-000001	NO	102	0002047237	SVP MVP Management HoldCo, LLC	ONE EAST WACKER, SUITE 2900		CHICAGO	IL	ILLINOIS	60601	(312) 348-7580	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001006571-24-000006	YES	101	0001463748	Concord Atlantic Holding Ltd	CRAWFORD HOUSE, 3RD FLOOR	50 CEDAR AVENUE	HAMILTON	D0	BERMUDA	HM 11	4412952447	BERMUDA				Concord Atlantic Holding, Ltd	Concord Altantic Holding, Ltd		Corporation		overFiveYears	
0002032233-24-000002	YES	101	0002032233	ARCTOS AMERICAN FOOTBALL FUND, LP	4550 TRAVIS STREET, SUITE 300		DALLAS	TX	TEXAS	75205	(972) 918-3800	DELAWARE				ARCTOS SPORTS PARTNERS NEW FUND I, LP			Limited Partnership		withinFiveYears	2024
0002047828-24-000001	YES	101	0002047828	Atlas 8 LLC	3104 E CAMELBACK RD UNIT 2249		PHOENIX	AZ	ARIZONA	85016	2676085878	ARIZONA							Limited Liability Company		withinFiveYears	2024
0002042483-24-000001	YES	101	0002042483	Canary Founders IV, L.P.	RUA CUNHA GAGO	208	SAO PAULO	D5	BRAZIL	05421-000	55 11 98141 5362	DELAWARE							Limited Partnership		withinFiveYears	2024
0002048190-24-000001	YES	101	0002048190	BGA Private Opportunities Fund, LLC - Vantage NA Series	260 FRANKLIN ST	STE 1510	BOSTON	MA	MASSACHUSETTS	02110	6179483800	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002042352-24-000003	YES	101	0002048874	Ironton Capital Opportunity Fund 3 LLC	2755 S LOCUST ST	STE 150	DENVER	CO	COLORADO	80222	3036190633	COLORADO							Limited Liability Company		withinFiveYears	2024
0002049223-24-000001	YES	101	0002049223	Balbix 2022 LLC, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002047298-24-000001	YES	101	0002047298	CYC Income Fund II, LP	801 S MIAMI AVE, UNIT 4103		MIAMI	FL	FLORIDA	33130	(214) 683-1211	DELAWARE							Limited Partnership		withinFiveYears	2024
0001267460-24-000002	YES	101	0001267460	BIOMEDICAL VALUE FUND, L.P.	165 MASON STREET, 3RD FLOOR		GREENWICH	CT	CONNECTICUT	06830	(203) 971-3300	DELAWARE	BIOMEDICAL VALUE FUND			BIOMEDICAL VALUE FUND I	BIOMEDICAL VALUE FUND L P		Limited Partnership		overFiveYears	
0001959207-24-000002	YES	101	0001959207	Acretrader 239, LLP	26 W. CENTER STREET	SUITE 202	FAYETTEVILLE	AR	ARKANSAS	72701	479-335-5660	ARKANSAS							Other	Limited Liability Partnership	withinFiveYears	2022
0001938780-24-000004	YES	101	0001938780	Palladium Heritage Fund, L.P.	1270 AVENUE OF THE AMERICAS, 31ST FLOOR		NEW YORK	NY	NEW YORK	10020	212-218-5150	UNITED STATES							Limited Partnership		withinFiveYears	2022
0001852647-24-000001	YES	101	0001852647	Spine BioPharma, Inc.	505 PARK AVENUE, 14TH FLOOR		NEW YORK	NY	NEW YORK	10022	212-583-9700	DELAWARE				Spine BioPharma, LLC			Corporation		overFiveYears	
0002049141-24-000001	YES	101	0002049141	Blue Kite Ventures IMGS A-Prime LP	4150 S HUALAPAI WAY, UNIT 4016		LAS VEGAS	NV	NEVADA	89147	509-528-1107	DELAWARE							Limited Partnership		withinFiveYears	2024
0001941622-24-000001	YES	101	0001941622	Motion.io Co	400 W. BOULDER ROAD	SUITE 2500	LAFAYETTE	CO	COLORADO	80026	303-475-2929	DELAWARE							Corporation		withinFiveYears	2022
0002048984-24-000001	YES	101	0002048984	ES 2022, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002048981-24-000001	YES	101	0002048981	LEARN TO WIN 2022, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001792757-24-000002	YES	101	0001792757	OVP-Axiado LLC	137 ROWAYTON AVENUE	SUITE 200	NORWALK	CT	CONNECTICUT	06853	(203) 957-8835	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001956625-24-000004	YES	101	0001956625	Palladium Heritage (Parallel) Fund, L.P.	1270 AVENUE OF THE AMERICAS, 31ST FLOOR		NEW YORK	NY	NEW YORK	10020	212-218-5150	DELAWARE							Limited Partnership		withinFiveYears	2022
0002048967-24-000001	YES	101	0002048967	MAGIC 2022, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048977-24-000001	YES	101	0002048977	LOFTB2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002049031-24-000001	YES	101	0002049031	Plant Prefab Dec 2024 a Series of Anchor Capital GP II LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002048987-24-000001	YES	101	0002048987	ARRISSAFE2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001899942-24-000001	YES	101	0001899942	Philosophe Offshore Fund Ltd.	Walkers Corporate Limited	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-949-7886	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2021
0002048986-24-000001	YES	101	0002048986	BENEPASS2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048962-24-000001	YES	101	0002048962	MB2021 B1, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048985-24-000001	YES	101	0002048985	DATAMINR 2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002008428-24-000012	YES	101	0002008428	Deep Sea Logistics, Inc.	800 N. KING STREET	SUITE 304	WILMINGTON	DE	DELAWARE	19801	347-564-4237	DELAWARE							Corporation		overFiveYears	
0002049021-24-000001	YES	101	0002049021	ARRIS 2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048982-24-000001	YES	101	0002048982	HAYDEN2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048983-24-000001	YES	101	0002048983	FRORE2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002013013-24-000003	YES	101	0002013013	Keystone Energy Fund 2024 LP	603 STANWIX STREET	SUITE 1750	PITTSBURGH	PA	PENNSYLVANIA	15222	855-807-0807	DELAWARE							Limited Partnership		withinFiveYears	2023
0002048961-24-000001	YES	101	0002048961	MB2021, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002048976-24-000001	YES	101	0002048976	LUMINOUS2020, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002049008-24-000001	YES	101	0002049008	Backbone VII a Series of Backbone NC LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002048980-24-000001	YES	101	0002048980	LEX2020, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002048978-24-000001	YES	101	0002048978	LOFT2020, a series of MVP DealShare Series LLC	1300 EL CAMINO REAL, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002049009-24-000001	YES	101	0002049009	Aura Kosterina Investment a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001944987-24-000001	YES	101	0001944987	Lansing Street Real Estate Fund LLC - Series AG	124 S. Maple Street	Suite 325	Ambler	PA	PENNSYLVANIA	19002	2157182063	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002049016-24-000001	YES	101	0002049016	ICP-DO a Series of Aqua Platform Master LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002047676-24-000001	YES	101	0002047676	TSG Ventures XXVIII, LLC	2558 VIA TEJON		PALOS VERDES ESTATES	CA	CALIFORNIA	90274	310-880-3652	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001006571-24-000005	YES	101	0001463747	Lariat Holding Company, Ltd	CRAWFORD HOUSE, 3RD FLOOR	50 CEDAR AVENUE	HAMILTON	D0	BERMUDA	HM 11	(441) 295-2447	BERMUDA							Corporation		overFiveYears	
0002049030-24-000001	YES	101	0002049030	Platus Nov 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002049006-24-000001	YES	101	0002049006	GSBackers Suger Fund I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001660082-24-000001	YES	101	0001660082	Man AHL Evolution Frontier Ltd	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002049023-24-000001	YES	101	0002049023	Omni I Feeder supported by Scalient a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
