ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002016662-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The general partner is entitled to a performance allocation. The investment manager is entitled to a management fee. The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001999711-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001999711-23-000001	2023-10-31		true					true					false		0		200000000	40525000	159475000		false		21	0		0			0			false
0002041893-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Certain affiliates of the General Partner may receive payments deemed to be made from the proceeds of the offering including management fees and/or incentive allocations. The amount of such fees cannot be estimated at this time.	false
0002031539-24-000003	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.1	false		2024-11-12		false					true					false		0		3000000	1600000	1400000		false		9	0		0			0			false
0002049828-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		0		Indefinite	3000000	Indefinite		false		1	0		0			0			false
0002027277-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		1000		117600	117600	0		false		19	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002049731-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-19		false					true					false		1000		740500	740500	0		false		67	0		0			0			false
0001959149-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001959149-22-000002	2024-06-30		true					true					false		0		Indefinite	104830726	Indefinite		false		5	0		0		GRV Securities LLC will not receive fees.	0			false
0002049910-24-000001	Other Technology			Decline to Disclose		06b	false		2024-12-06		true			true					true	Simple Agreement for Future Equity	false		1000000		Indefinite	1000000	Indefinite		false		1	0		0			15000	true		false
0001869335-24-000005	Other Banking and Financial Services			Decline to Disclose		06b	true	0001869335-24-000001		true	false	true									false		100050		200100	0	200100		false		0	0		0			0			false
0002042368-24-000006	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002006556-24-000004	2023-01-01		true					true					false		1000000		Indefinite	60000000	Indefinite		false		2	0	true	0	true		18000	true	Organizational Expenses will be reimbursed to the General Partner and Investment Manager. A management fee will be paid to the Investment Manager in accordance with the Issuer's offering documents.	false
0001959027-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001959027-22-000003	2024-06-30		true					true					false		0		Indefinite	61179274	Indefinite		false		6	0		0		GRV Securities LLC will not receive fees.	0			false
0002040592-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The general partner of the Issuer is entitled to carried interest. The management company of the Issuer is entitled to a management fee. The carried interest and management fee are fully disclosed in the Issuer's confidential offering materials.	false
0002049301-24-000002	Other Real Estate			Decline to Disclose		06c	false		2024-12-16		false	true									false		20000		7400000	7142000	258000	Offering closed as of December 16, 2024.	false		35	186075		0		Sales Commissions: $84,700.00; Diligence Fees: $12,100.00; Managing Broker Dealer Fee: $89,275.00	250000		Management Fee paid to Silver Maple Holdings, LLC.	false
0002023156-24-000002	Other Health Care			Decline to Disclose		06b	true	0002023156-24-000001	2023-10-26		false	true									false		100000		5000000	3510000	1490000		false		9	0		0			0			false
0002002484-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002002484-23-000001	2023-11-16		true					true			true	Limited Partnership Interests	false		5000000		Indefinite	55000000	Indefinite		false		9	0		0			0			false
0002050064-24-000001	Other Technology			Decline to Disclose		06b	false		2024-07-31		false		true						true	Promissory note convertible into equity	false		25000		2500000	2102167	397833		false		9	0		0			0			false
0002050264-24-000001	Other Real Estate			No Revenues		06b	false		2024-12-27		false	true									false		50000		17000000	15000000	2000000		false		50	85000	true	0		.5% of sales	0			false
0002049083-24-000001	Other			Decline to Disclose		06b	false		2024-12-18		false	true									false		0		17050000	17050000	0		false		6	0		0			0			false
0002050319-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-10-12		false					true					false		0		75000	75000	0		false		6	0		0			0		The General Partner (or an affiliate thereof) is entitled to a management fee payable by the Issuer.	false
0002050213-24-000001	Investing			Decline to Disclose		06b	false		2024-12-23		false	true									false		5000		500000	105000	395000		true	3	5	0		0			0			false
0002047499-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	42500000	true	0		The figure disclosed above reflects estimated amounts expected to be paid to placement agents in respect of sales exempt from registration under Regulation D and/or other available exemptions and includes amounts paid to Brookfield affiliates	0	true		false
0002050337-24-000003	Pooled Investment Fund	Other Investment Fund	false		$1 - $5,000,000	06c	false		2024-11-06		false	true				true					false		50000		3250000	2737000	513000		false		1	0		0			1877170			false
0000919574-24-007333	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-27		true	true				true					false		0		Indefinite	7550000	Indefinite		false		7	0	true	0	true		0	true	The Investment Manager receives customary management fees.	false
0001878646-24-000035	Other Technology			Decline to Disclose		06b	false		2024-12-20		false	true			true						false		0		2499164	2499164	0		false		4	0		0			0			false
0002036382-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-23		false	true				true					false		10008		500004	500004	0		false		28	25000		0			0			false
0002016687-24-000009	Other			Decline to Disclose		06b	false		2024-12-20		false	true									false		5000		Indefinite	175000	Indefinite		false		10	0		0			0			false
0001013594-24-001052	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-23-001013	2021-01-01		true	true				true					false		100000		Indefinite	40256734	Indefinite		false		15	0		0			0	true	The Investment Manager is entitled to receive a management fee as fully described in the Issuer's offering materials.	false
0002050119-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-18		false					true					false		1000		4689776	975000	3714776		false		12	0		0			0			false
0002049208-24-000001	REITS and Finance			Decline to Disclose		06b, 3C.7, 3C	false		2024-12-19		false	true				true					false		1000		125000	125000	0		false		125	6250		0		5% of total amount sold	0			false
0001826667-24-000053	Biotechnology			Decline to Disclose		06b	false		2024-12-17		false	true									false		0		999984	999984	0		false		6	0		0			0			false
0002016687-24-000008	Other			Decline to Disclose		06b	false		2024-12-19		false	true									false		5000		Indefinite	355000	Indefinite		false		24	0		0			0			false
0001559680-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-12-17		false	true									false		0		30000001	12671924	17328077		false		39	0	true	0	true		0			false
0001779552-24-000002	Other Technology			Decline to Disclose		06c	false		2024-12-09		false	true									false		1		Indefinite	28473526	Indefinite		false		7	0		0			0			false
0002003781-24-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0002003781-24-000002	2023-12-12		true					true					false		0		950000000	426885000	523115000	The Total Amount Sold includes the commitment of a limited partner affiliated with the Issuer's general partner in the amount of $10 million.	false		46	1050000	true	0		Such fees to be paid upon a fee schedule based on an investor's commitment, includes a retainer and are ultimately borne by Issuer's GP (or its affiliates other than Issuer) after offset against fee payable by Issuer as further disclosed in Issuer's LPA.	0		The general partner is entitled to a performance allocation.  The investment manager is also entitled to a management fee.  The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0002039827-24-000002	Commercial			Decline to Disclose		06c, 3C, 3C.5	false			true	false	true									false		100000		3400000	0	3400000		false		0	0		0			100		A developement fee equal to 4.00%	false
0002050067-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b	false		2024-12-09		false	true									false		0		4695000	4695000	0		false		22	0		0			0			false
0002049839-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		250000		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true		false
0001794705-24-000003	Pharmaceuticals			Decline to Disclose		06b	false		2024-12-16		false	true									false		0		12800267	10288140	2512127	Includes the issuance of shares of preferred stock upon conversion of simple agreements for future equity and a convertible note.	false		19	0		0			0			false
0001770205-24-000003	Business Services			$1 - $1,000,000		06c	true	0001769655-23-000001	2023-02-08		true		true								false		5000		50000000	674160	49325840		false		7	0		0			0			false
0002028606-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2024-12-19		true					true					false		0		Indefinite	114390000	Indefinite		false		44	0		0			0			false
0002050303-24-000001	Other Real Estate			Decline to Disclose		06c	false		2024-12-17		false					true					false		50000		5627644	310000	5317644	The Managing Member may, in its sole discretion, waive the minimum purchase requirement in specific instances	false		5	0		0			0			false
0001794641-24-000001	Other Technology			Decline to Disclose		06b	true	0001794641-22-000001	2021-12-09		true	true		true							false		1		93200006	87599990	5600016	This filing covers the sale and issuance of Series B Preferred Stock and Warrants and the underlying conversion of such Series B Preferred Stock and Warrants into Common Stock.	false		7	0		0			0			false
0001847313-24-000001	Other Technology			Decline to Disclose		06b	false		2024-12-13		false	true		true							false		0		12162472	12162472	0		false		23	0		0			0			false
0002047376-24-000024	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06c, 3C, 3C.1	true	0001957521-24-000006	2022-12-12		true					true					false		10000		Indefinite	1131099	Indefinite		false		11	0		0			52263			false
0001999510-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-19		false					true					false		2500		185470	185470	0		false		17	0		0			0			false
0002028139-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-18		false					true					false		100000		400000	400000	0		false		3	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001104659-24-132420	Other			Decline to Disclose		06b	false		2024-12-20		false	true									false		0		3000000	2300000	700000		false		7	0		0			0			false
0002036382-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false	true				true					false		10010		918940	918940	0		false		47	45947		0			0			false
